Frota veiculos novembro 2020,,,,,,,,,,,,,,,,,,,,,,,
,,"  107,585,150 ",,,,,,,,,,,,,,,,,,,,,
UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO
BA,ALAGOINHAS,59780,25516,0,1530,346,4149,1626,9,314,404,16769,5914,701,1,1295,584,5,0,0,3,40,574
BA,ALCOBACA,4317,1486,0,77,3,400,60,0,13,12,1709,416,37,0,85,1,0,0,0,0,3,15
BA,ALMADINA,746,371,0,18,1,69,19,0,1,3,227,18,6,0,11,0,0,0,0,0,2,0
BA,AMARGOSA,12399,5156,0,348,17,1097,226,0,444,90,4191,541,102,0,104,15,0,0,0,0,7,61
BA,AMELIA RODRIGUES,6751,2757,0,294,100,351,273,0,64,135,1850,607,44,0,135,120,1,0,0,1,5,14
BA,AMERICA DOURADA,2487,1119,0,54,3,184,24,0,0,21,991,54,19,0,13,0,0,0,0,0,1,4
BA,ANAGE,3226,1333,0,155,9,294,40,0,4,98,1104,85,53,0,30,15,0,1,0,0,0,5
BA,ANDARAI,1787,632,0,58,1,180,30,0,0,24,771,37,31,0,12,1,0,1,0,0,1,8
BA,ANDORINHA,3406,1292,0,103,8,389,45,0,2,20,1401,56,56,0,22,5,0,0,0,0,0,7
BA,ANGICAL,2473,831,0,57,5,297,20,0,0,24,1047,110,41,0,33,2,0,0,0,0,1,5
BA,ANGUERA,1601,742,0,27,4,74,62,0,2,8,610,27,16,0,16,7,0,0,0,0,1,5
BA,ANTAS,2400,639,0,36,4,166,18,0,0,11,1259,210,13,0,28,6,0,0,0,0,0,10
BA,ANTONIO CARDOSO,1591,592,0,14,1,46,29,0,1,31,809,26,23,0,9,8,0,0,0,0,0,2
BA,ANTONIO GONCALVES,1817,660,0,27,7,159,35,0,0,19,834,38,15,0,10,7,0,0,0,0,0,6
BA,APORA,3082,926,0,57,2,151,51,0,0,41,1548,204,46,0,47,7,0,0,0,0,0,2
BA,APUAREMA,1214,374,0,34,1,98,39,0,0,7,585,57,13,0,4,0,0,0,0,0,0,2
BA,ARACAS,2344,1063,0,99,3,185,47,0,2,30,704,121,40,0,38,2,0,1,0,0,3,6
BA,ARACATU,3027,1187,0,145,18,351,30,0,0,41,1091,87,39,0,10,21,0,0,0,0,2,5
BA,ARACI,9148,3897,0,312,32,881,184,0,5,31,3137,436,83,0,84,24,0,0,0,0,4,38
BA,ARAMARI,1484,607,0,41,4,106,38,0,5,7,577,57,20,0,10,5,0,0,0,0,0,7
BA,ARATACA,1141,418,0,40,1,124,30,0,0,2,488,18,5,0,13,0,0,0,0,0,0,2
BA,ARATUIPE,1482,476,0,47,0,96,50,0,0,13,739,24,20,0,14,0,0,0,0,0,1,2
BA,AURELINO LEAL,1582,665,0,50,1,131,88,0,0,10,538,62,16,0,16,2,0,0,0,0,0,3
BA,BAIANOPOLIS,2615,845,0,74,19,335,31,0,0,10,1053,115,49,0,53,23,0,1,0,0,0,7
BA,BAIXA GRANDE,3785,1362,0,126,2,391,65,0,0,86,1538,106,59,0,37,0,0,0,0,0,1,12
BA,BANZAE,1887,499,0,26,0,170,22,0,0,7,965,153,30,0,13,0,0,0,0,0,0,2
BA,BARRA,7366,1603,0,113,6,865,207,0,9,43,3624,746,49,0,46,7,0,0,1,0,2,45
BA,BARRA DA ESTIVA,8233,2910,0,343,19,1405,102,0,0,112,2692,431,85,0,50,29,0,0,0,2,1,52
BA,BARRA DO CHOCA,5735,2411,0,173,17,629,107,0,4,248,1727,284,49,0,57,13,0,0,0,0,1,15
BA,BARRA DO MENDES,2300,1018,0,79,3,392,65,0,0,33,569,63,34,0,16,4,0,0,0,1,0,23
BA,BARRA DO ROCHA,765,315,0,15,3,69,28,1,1,7,291,16,10,0,6,1,0,0,0,0,1,1
BA,BARREIRAS,86154,32128,0,2672,869,9449,2083,0,168,253,25750,7469,514,0,2230,1534,28,7,0,8,29,963
BA,BARRO ALTO,2329,991,0,65,15,272,25,0,0,21,809,68,30,0,5,23,0,0,0,0,1,4
BA,BARRO PRETO,693,341,0,20,0,61,19,0,0,2,213,18,13,0,5,0,0,0,0,0,0,1
BA,BARROCAS,5033,1968,0,134,3,269,57,0,2,16,2066,439,34,0,36,4,0,0,0,0,0,5
BA,BELMONTE,2823,934,0,63,3,306,53,0,2,10,1107,230,41,0,55,7,0,0,0,0,1,11
BA,BELO CAMPO,2998,1517,0,155,10,365,47,0,1,36,699,70,50,0,20,14,0,0,0,0,2,12
BA,BIRITINGA,2691,1101,0,39,1,173,31,0,0,17,1215,45,40,0,24,0,0,0,0,0,0,5
BA,BOA NOVA,1486,689,0,46,13,166,45,0,0,64,365,37,27,0,12,17,0,0,0,0,0,5
BA,BOA VISTA DO TUPIM,2728,935,0,80,1,252,59,0,0,25,1211,106,27,0,30,0,0,0,0,0,0,2
BA,BOM JESUS DA LAPA,24315,5874,0,549,82,2173,289,0,44,93,13164,1295,169,0,293,134,11,2,0,0,20,123
BA,BOM JESUS DA SERRA,1200,509,0,44,0,148,33,0,0,73,347,15,25,0,5,0,0,0,0,0,0,1
BA,BONINAL,3298,1408,0,113,15,521,55,0,1,37,962,92,44,0,12,26,0,0,0,0,1,11
BA,BONITO,2259,1134,0,126,5,385,31,0,0,21,451,40,29,0,15,8,0,0,0,0,1,13
BA,BOQUIRA,5080,1464,0,147,5,552,49,0,0,19,2538,201,79,0,10,7,0,0,0,0,1,8
BA,BOTUPORA,2478,966,0,75,3,294,27,0,0,9,899,125,53,0,7,5,0,0,0,0,1,14
BA,BREJOES,2586,1183,0,108,24,283,52,0,0,15,773,60,42,0,16,22,0,0,0,0,1,7
BA,BREJOLANDIA,2087,438,0,36,3,180,15,0,0,8,1309,57,21,0,17,2,0,0,0,0,0,1
BA,BROTAS DE MACAUBAS,2046,856,0,43,0,348,63,0,0,67,593,30,27,0,12,1,0,0,0,0,0,6
BA,BRUMADO,40698,12893,0,1951,855,3876,419,0,16,299,16245,1880,381,0,322,1345,3,5,0,3,10,195
BA,BUERAREMA,3638,1407,0,164,5,399,66,0,3,13,1350,110,57,0,46,3,0,0,0,0,3,12
BA,BURITIRAMA,1660,513,0,46,0,311,39,0,0,18,627,65,27,0,7,0,0,0,0,0,1,6
BA,CAATIBA,1045,389,0,21,2,99,33,0,1,8,462,14,3,0,9,2,0,0,0,0,1,1
BA,CABACEIRAS DO PARAGUACU,2723,857,0,109,8,210,28,0,1,30,1255,104,72,0,25,15,0,0,0,0,1,8
BA,CACHOEIRA,5876,2745,0,139,10,415,230,0,2,129,1818,137,93,0,116,8,4,0,0,0,2,28
BA,CACULE,8461,3130,0,449,40,1308,97,0,1,44,2770,399,57,0,62,44,0,0,0,1,2,57
BA,CAEM,1884,670,0,37,2,178,23,0,0,29,883,22,21,0,16,0,0,0,0,0,0,3
BA,CAETANOS,1452,449,0,105,4,205,12,0,0,15,611,23,21,0,2,2,0,0,0,0,1,2
BA,CAETITE,18349,7872,0,667,96,2779,423,0,4,181,4712,952,204,0,158,195,0,1,0,1,0,104
BA,CAFARNAUM,3439,1302,0,93,6,420,54,0,0,12,1375,83,54,0,13,11,0,0,0,0,0,16
BA,CAIRU,930,275,0,23,1,174,48,0,4,18,315,14,13,0,19,0,0,0,0,0,5,21
BA,CALDEIRAO GRANDE,2275,852,0,39,3,140,27,0,1,15,1106,52,22,0,15,2,0,0,0,0,0,1
BA,CAMACAN,6212,2329,0,201,29,716,95,1,0,30,2308,289,53,0,97,36,1,0,0,0,1,26
BA,CAMACARI,99505,48550,0,2566,1041,6842,3626,3,2060,584,23971,4499,1172,0,1928,1796,39,8,0,7,41,772
BA,CAMAMU,5918,2067,0,198,9,625,162,1,0,58,2415,234,46,0,59,5,0,1,0,0,0,38
BA,CAMPO ALEGRE DE LOURDES,2066,270,0,54,5,201,27,0,0,9,1353,111,18,0,1,11,0,0,0,0,0,6
BA,CAMPO FORMOSO,17772,6330,0,371,116,2278,474,0,4,46,7152,544,136,0,84,178,3,0,0,0,2,54
BA,CANAPOLIS,2026,354,0,30,4,246,17,0,0,36,1239,56,15,0,24,3,0,0,0,0,0,2
BA,CANARANA,5695,2371,0,218,40,598,49,0,0,40,2092,105,52,0,25,75,0,1,0,0,2,27
BA,CANAVIEIRAS,5739,1855,0,122,1,628,136,0,20,22,2516,263,23,0,96,1,0,1,0,1,14,40
BA,CANDEAL,1102,322,0,32,0,70,17,0,0,29,542,39,25,0,24,0,0,0,0,0,2,0
BA,CANDEIAS,27856,12074,0,904,1021,1599,763,2,36,408,5575,2302,420,0,387,2240,1,2,0,7,4,111
BA,CANDIBA,3261,1511,0,87,5,468,24,0,0,2,952,146,27,0,18,14,0,0,0,0,1,6
BA,CANDIDO SALES,5706,2544,0,336,31,793,92,0,4,66,1452,197,56,0,80,36,0,0,0,0,2,17
BA,CANSANCAO,7543,3119,0,236,16,746,80,0,1,69,2632,394,95,0,115,16,0,0,0,0,1,23
BA,CANUDOS,2793,1006,0,68,2,309,36,0,1,13,1192,87,51,0,19,1,0,0,0,0,0,8
BA,CAPELA DO ALTO ALEGRE,2771,935,0,92,15,184,32,0,0,33,1307,71,31,0,51,15,0,0,0,0,1,4
BA,CAPIM GROSSO,15441,4917,0,715,127,1316,271,0,1,112,6443,857,136,0,301,171,0,0,0,0,4,70
BA,CARAIBAS,1357,632,0,82,5,176,12,0,0,46,325,30,27,0,13,4,0,0,0,0,1,4
BA,CARAVELAS,3307,1259,0,47,20,282,61,0,5,23,1066,308,38,0,75,107,0,0,0,0,1,15
BA,CARDEAL DA SILVA,1337,594,0,37,0,100,9,0,1,13,486,40,30,0,21,1,0,0,0,0,0,5
BA,CARINHANHA,5764,1666,0,136,22,628,73,0,1,57,2932,84,57,0,54,26,0,0,0,0,3,25
BA,CASA NOVA,14455,3871,0,408,8,1882,159,0,2,230,7194,292,233,0,98,25,0,0,0,0,7,46
BA,CASTRO ALVES,5956,1988,0,179,41,453,120,0,5,32,2491,395,89,0,98,47,0,0,0,0,4,14
BA,CATOLANDIA,530,195,0,12,0,56,7,0,0,3,208,25,12,0,11,0,0,1,0,0,0,0
BA,CATU,17072,7383,0,443,190,1295,485,2,10,142,4526,1552,140,0,497,314,1,0,0,15,10,67
BA,CATURAMA,1988,750,0,56,3,206,13,0,0,12,852,57,23,0,5,5,0,0,0,0,2,4
BA,CENTRAL,3361,1549,0,110,12,319,47,0,0,34,1168,70,16,0,7,14,0,0,0,0,2,13
BA,CHORROCHO,1299,454,0,52,0,139,14,0,0,7,584,17,16,0,11,2,0,0,0,0,0,3
BA,CICERO DANTAS,9068,2591,0,152,5,682,88,0,2,35,4365,872,71,0,143,10,0,0,0,0,15,37
BA,CIPO,5328,1540,0,56,2,193,51,0,2,14,2647,599,30,0,177,3,0,0,0,0,7,7
BA,COARACI,4032,1739,0,124,2,474,120,0,4,11,1293,144,37,0,68,1,0,0,0,0,1,14
BA,COCOS,4899,1391,0,114,4,682,77,0,5,5,2378,135,48,0,34,12,0,0,0,0,2,12
BA,CONCEICAO DA FEIRA,5259,1834,0,259,22,318,100,0,9,138,2218,216,25,0,46,53,0,0,0,0,3,18
BA,CONCEICAO DO ALMEIDA,3707,1424,0,146,3,337,57,0,0,45,1421,182,48,0,33,2,0,0,0,0,0,9
BA,CONCEICAO DO COITE,24781,9764,0,673,97,1948,441,0,12,178,8475,2409,170,0,365,122,1,1,0,0,9,116
BA,CONCEICAO DO JACUIPE,12325,3889,0,426,216,873,305,0,47,169,4457,1453,38,0,202,186,0,0,0,0,20,44
BA,CONDE,3724,1192,0,66,0,273,79,0,6,31,1702,268,28,0,63,3,0,0,0,0,1,12
BA,CONDEUBA,3886,1580,0,131,14,479,54,0,2,59,1216,227,77,0,27,14,0,0,0,0,0,6
BA,CONTENDAS DO SINCORA,900,284,0,35,1,98,5,0,0,10,413,32,12,0,9,0,0,0,0,0,0,1
BA,CORACAO DE MARIA,6222,2011,0,145,21,497,101,0,8,62,2661,528,78,0,62,20,0,0,0,0,2,26
BA,CORDEIROS,1663,696,0,40,5,198,38,0,0,19,561,51,23,0,15,5,0,0,0,0,0,12
BA,CORIBE,3196,920,0,57,1,485,41,0,0,24,1517,73,31,0,28,7,0,1,0,0,1,10
BA,CORONEL JOAO SA,1838,263,0,12,4,65,9,0,0,2,1384,62,26,0,4,5,0,0,0,0,0,2
BA,CORRENTINA,9607,2171,0,198,28,1097,151,0,11,46,5023,593,103,0,101,58,0,0,0,0,4,23
BA,COTEGIPE,2232,553,0,71,1,309,35,0,0,24,947,231,28,0,28,1,0,0,0,0,0,4
BA,CRAVOLANDIA,703,274,0,28,0,68,13,0,0,10,291,6,11,0,2,0,0,0,0,0,0,0
BA,CRISOPOLIS,3828,1070,0,76,4,212,42,0,0,41,2084,204,53,0,28,8,0,0,0,0,2,4
BA,CRISTOPOLIS,2829,1004,0,81,12,487,32,0,1,17,914,162,39,0,55,19,0,0,0,0,0,6
BA,CRUZ DAS ALMAS,31899,11435,0,1218,117,2084,567,0,83,400,13018,1985,126,0,533,167,0,2,0,0,12,152
BA,CURACA,4011,1022,0,114,2,508,50,0,1,56,2092,57,54,0,36,6,1,0,0,0,0,12
BA,DARIO MEIRA,1261,516,0,24,1,149,33,0,0,25,489,6,5,0,7,1,0,0,0,0,0,5
BA,DIAS D'AVILA,23925,11609,0,766,524,1445,732,0,601,168,4855,1091,456,0,533,991,3,3,0,3,12,133
BA,DOM BASILIO,4646,1124,0,392,38,466,30,0,0,39,2397,61,44,0,5,40,0,0,0,0,2,8
BA,DOM MACEDO COSTA,1104,404,0,17,0,74,44,0,3,28,473,35,10,0,12,0,0,0,0,0,0,4
BA,ELISIO MEDRADO,1949,776,0,48,0,139,29,0,8,34,820,53,19,0,18,0,0,0,0,0,0,5
BA,ENCRUZILHADA,2729,1053,0,91,12,384,57,0,1,40,961,69,20,0,27,5,1,0,0,0,1,7
BA,ENTRE RIOS,9630,3642,0,287,41,779,125,0,4,118,3456,729,159,0,200,40,0,0,0,0,7,43
BA,ERICO CARDOSO,2294,730,0,47,2,304,43,0,0,21,1065,39,31,0,3,4,0,0,0,0,0,5
BA,ESPLANADA,7103,2592,0,150,14,561,119,0,6,47,2607,700,119,0,145,18,0,0,0,0,5,20
BA,EUCLIDES DA CUNHA,14891,5311,0,336,34,1232,270,0,8,115,6268,698,296,0,157,31,2,0,0,1,20,112
BA,EUNAPOLIS,51163,17478,0,1596,251,4530,958,1,254,122,17541,5730,553,0,1484,355,14,1,0,2,40,253
BA,FATIMA,2178,577,0,24,0,136,29,0,0,11,1184,169,28,0,14,0,0,0,0,0,2,4
BA,FEIRA DA MATA,1161,376,0,20,1,117,18,0,2,11,575,17,14,0,7,1,0,0,0,0,0,2
BA,FEIRA DE SANTANA,301452,133671,0,9742,2295,22960,8152,10,4913,1597,81868,23195,1474,0,5611,2999,147,13,0,21,208,2576
BA,FILADELFIA,3847,1277,0,166,10,285,36,0,0,18,1881,83,35,0,41,9,0,0,0,0,0,6
BA,FIRMINO ALVES,770,392,0,22,1,69,12,0,0,3,243,8,4,0,12,2,0,0,0,0,0,2
BA,FLORESTA AZUL,1494,672,0,51,0,128,56,0,1,8,500,44,3,0,25,0,0,0,0,1,0,5
BA,FORMOSA DO RIO PRETO,5393,1308,0,175,66,673,78,0,1,11,2052,741,37,0,88,130,1,0,0,0,4,28
BA,GANDU,10904,4150,0,342,17,953,491,0,4,243,3955,517,40,0,91,22,0,24,0,0,12,43
BA,GAVIAO,962,348,0,28,1,97,17,0,0,20,407,13,10,0,19,2,0,0,0,0,0,0
BA,GENTIO DO OURO,1684,510,0,33,1,386,52,0,0,22,647,11,13,0,4,3,0,0,0,0,1,1
BA,GLORIA,3761,1221,0,75,3,380,21,0,3,27,1833,111,52,0,23,3,0,0,0,0,0,9
BA,GONGOGI,679,316,0,19,0,49,32,0,0,8,234,11,5,0,3,0,0,0,0,0,0,2
BA,GOVERNADOR MANGABEIRA,7257,2825,0,321,19,420,103,0,4,52,2906,391,57,0,93,30,9,0,0,0,9,18
BA,GUAJERU,1267,571,0,31,4,133,15,0,0,33,422,32,17,0,3,4,0,0,0,0,0,2
BA,GUANAMBI,50372,17047,0,1436,201,5595,609,0,47,120,20808,3189,249,0,434,299,0,1,0,0,15,322
BA,GUARATINGA,3792,1100,0,95,1,362,86,0,1,11,1882,169,43,0,34,2,0,0,0,0,2,4
BA,HELIOPOLIS,1636,549,0,21,3,92,17,0,0,12,749,149,22,0,13,4,0,0,0,0,3,2
BA,IACU,5611,1999,0,177,9,488,67,0,2,39,2407,305,53,0,44,14,0,0,0,0,0,7
BA,IBIASSUCE,2875,1148,0,105,15,426,29,0,0,25,926,129,33,0,12,20,0,0,0,0,1,6
BA,IBICARAI,5049,2290,0,154,14,452,184,0,12,29,1532,205,39,0,96,4,0,0,0,0,4,34
BA,IBICOARA,5526,1797,0,295,14,868,76,0,1,114,2052,120,100,0,39,20,0,1,0,1,3,25
BA,IBICUI,2782,1004,0,63,3,286,63,0,3,29,1182,88,18,0,28,3,0,0,0,0,2,10
BA,IBIPEBA,2531,1102,0,68,2,360,34,0,0,34,823,61,23,0,7,4,0,0,0,0,1,12
BA,IBIPITANGA,4586,1258,0,113,16,533,47,0,2,41,2192,281,51,0,7,37,0,0,0,0,1,7
BA,IBIQUERA,526,217,0,11,3,45,9,0,0,7,218,7,6,0,2,0,0,0,0,0,0,1
BA,IBIRAPITANGA,2688,1151,0,74,5,304,140,0,1,74,824,65,27,0,15,4,0,0,0,0,1,3
BA,IBIRAPUA,2045,681,0,116,24,204,25,0,1,8,760,102,19,0,61,33,0,1,0,0,0,10
BA,IBIRATAIA,4451,1430,0,102,12,362,178,0,1,62,2010,196,23,0,41,22,1,0,0,0,1,10
BA,IBITIARA,4043,1530,0,135,11,508,45,0,0,72,1548,92,64,0,15,16,0,0,0,0,0,7
BA,IBITITA,2908,1483,0,63,1,286,60,1,0,19,903,39,32,0,15,0,0,0,0,0,1,5
BA,IBOTIRAMA,10665,3479,0,326,60,1037,116,0,61,97,4273,806,45,0,193,99,0,0,0,0,17,56
BA,ICHU,1944,676,0,48,0,129,19,0,0,26,918,66,19,0,40,0,0,0,0,0,1,2
BA,IGAPORA,3239,1370,0,125,14,591,42,0,0,49,866,73,51,0,16,28,0,0,0,0,4,10
BA,IGRAPIUNA,1816,528,0,52,1,155,43,0,0,44,926,29,27,0,4,0,0,1,0,0,0,6
BA,IGUAI,3760,1363,0,73,1,425,93,0,1,53,1563,78,60,0,34,0,0,0,0,0,0,16
BA,ILHEUS,46515,23007,0,906,93,4206,1669,0,188,225,12688,1595,337,0,925,145,0,3,0,9,74,445
BA,INHAMBUPE,9168,2786,0,234,5,588,193,0,5,114,4163,765,126,0,129,15,0,0,0,0,12,33
BA,IPECAETA,1756,705,0,33,3,98,32,1,0,13,754,34,56,0,9,14,0,1,0,0,0,3
BA,IPIAU,15500,5468,0,461,20,1302,384,0,33,76,6230,1091,99,0,175,25,3,0,0,1,16,116
BA,IPIRA,18090,5040,0,500,104,1630,229,0,14,88,9362,513,163,0,199,184,0,0,0,0,12,52
BA,IPUPIARA,2647,728,0,87,8,519,65,0,0,33,1112,36,13,0,20,6,0,0,1,0,2,17
BA,IRAJUBA,1171,462,0,45,2,141,22,0,0,9,418,39,23,0,7,2,0,0,0,0,0,1
BA,IRAMAIA,1395,484,0,53,9,165,23,0,1,20,554,39,23,0,5,17,0,0,0,0,1,1
BA,IRAQUARA,4918,2291,0,162,37,647,67,0,0,47,1450,64,60,0,26,52,0,0,0,0,3,12
BA,IRARA,7517,2874,0,189,23,472,125,0,9,36,3192,404,91,0,66,25,0,0,0,0,4,7
BA,IRECE,35803,13375,0,1167,156,3564,597,0,177,157,13419,1913,306,0,457,175,15,0,0,0,49,276
BA,ITABELA,8940,2689,0,335,25,934,147,0,3,28,3691,682,141,0,190,31,0,0,0,0,6,38
BA,ITABERABA,24824,7684,0,667,88,2133,447,0,158,129,10134,2796,117,0,254,119,3,1,0,0,12,82
BA,ITABUNA,81431,36855,0,2077,256,6771,2242,6,837,112,23062,5263,815,0,1712,744,3,5,0,2,58,611
BA,ITACARE,3040,1114,0,59,2,316,134,0,2,49,1127,106,12,0,51,0,0,0,0,0,8,60
BA,ITAETE,2646,801,0,86,0,330,36,0,0,29,1244,70,30,0,14,0,0,0,0,0,2,4
BA,ITAGI,2000,599,0,46,0,218,31,0,0,4,1019,60,13,0,5,0,0,0,0,0,0,5
BA,ITAGIBA,2234,804,0,44,7,239,67,0,2,71,855,83,28,0,19,2,0,0,0,0,0,13
BA,ITAGIMIRIM,1443,589,0,54,11,166,25,0,2,6,445,53,10,0,62,16,0,0,0,0,1,3
BA,ITAGUACU DA BAHIA,1590,698,0,38,2,169,6,0,1,18,615,16,9,0,13,3,0,0,0,0,0,2
BA,ITAJU DO COLONIA,923,292,0,26,0,91,23,0,0,3,459,13,7,0,9,0,0,0,0,0,0,0
BA,ITAJUIPE,4213,1903,0,85,4,325,252,0,8,39,1357,119,27,0,78,2,1,0,0,0,1,12
BA,ITAMARAJU,23246,7345,0,534,55,2457,353,0,70,71,9645,2010,184,0,354,67,1,0,0,2,12,86
BA,ITAMARI,1531,444,0,51,1,121,63,0,0,13,788,41,2,0,5,0,0,0,0,0,0,2
BA,ITAMBE,3406,1473,0,87,1,338,119,0,6,78,1112,114,15,0,44,7,0,0,1,0,4,7
BA,ITANAGRA,701,241,0,33,1,54,14,0,0,2,303,25,13,0,12,0,0,0,0,0,0,3
BA,ITANHEM,4997,1739,0,87,10,666,62,0,1,11,2196,106,31,0,52,16,0,0,0,0,1,19
BA,ITAPARICA,3239,1662,0,53,4,142,183,0,21,38,927,117,34,0,38,7,0,0,0,0,2,11
BA,ITAPE,1644,630,0,36,4,132,32,0,2,1,749,26,5,0,23,0,0,0,0,0,0,4
BA,ITAPEBI,1462,677,0,68,3,165,25,0,1,6,416,52,8,0,33,3,0,0,0,0,1,4
BA,ITAPETINGA,21134,8232,0,537,33,1930,478,0,30,81,8162,1090,126,0,276,40,19,1,0,1,5,93
BA,ITAPICURU,2337,691,0,61,7,176,56,0,1,19,1112,105,68,0,13,18,0,0,0,0,1,9
BA,ITAPITANGA,978,373,0,13,0,95,28,0,0,6,431,17,5,0,7,0,0,0,0,0,1,2
BA,ITAQUARA,1173,531,0,44,0,160,18,0,0,9,361,12,16,0,10,9,0,0,0,0,1,2
BA,ITARANTIM,3518,1072,0,118,6,400,48,0,0,20,1707,57,9,0,49,21,0,0,0,0,2,9
BA,ITATIM,4973,1654,0,269,81,432,77,0,0,38,1929,327,38,0,71,43,0,0,0,0,1,13
BA,ITIRUCU,3053,1315,0,132,6,280,53,0,0,21,1035,148,26,0,24,10,0,0,0,0,0,3
BA,ITIUBA,6820,2298,0,170,10,579,94,0,1,58,3159,287,98,0,46,9,0,0,0,0,1,10
BA,ITORORO,3753,1573,0,105,1,435,124,0,2,37,1152,145,31,0,126,6,0,0,0,0,0,16
BA,ITUACU,4719,1369,0,208,19,690,69,0,1,84,1921,224,65,0,26,27,0,0,0,0,2,14
BA,ITUBERA,6149,1786,0,166,4,594,162,0,6,34,2874,381,47,0,55,4,0,0,0,1,1,34
BA,IUIU,2283,588,0,54,5,252,24,0,1,17,1269,27,23,0,6,16,0,0,0,0,0,1
BA,JABORANDI,2233,479,0,104,10,344,37,0,1,1,1137,29,35,0,22,29,0,0,0,0,0,5
BA,JACARACI,2472,1250,0,61,8,361,52,0,0,23,596,48,40,0,5,14,0,0,0,0,0,14
BA,JACOBINA,33385,12622,0,882,62,3426,665,0,6,167,12980,1511,308,0,430,87,11,0,0,0,26,202
BA,JAGUAQUARA,14501,5049,0,707,63,1755,344,0,5,66,5699,461,92,0,116,71,0,1,0,0,6,66
BA,JAGUARARI,8584,3369,0,357,21,959,252,0,5,109,2912,331,105,0,96,43,1,0,0,1,5,18
BA,JAGUARIPE,2090,666,0,64,1,212,92,0,6,44,929,13,45,0,12,1,0,0,0,0,1,4
BA,JANDAIRA,933,313,0,34,2,77,23,0,0,5,403,23,18,0,23,3,0,0,0,0,0,9
BA,JEQUIE,71060,24191,0,2030,339,5366,1644,0,22,210,27305,8016,426,0,572,440,78,1,0,0,72,348
BA,JEREMOABO,8489,2364,0,106,15,601,82,0,7,38,4851,230,67,0,92,20,0,0,0,0,3,13
BA,JIQUIRICA,3734,1138,0,67,0,339,67,0,1,30,1926,115,27,0,19,0,0,0,0,0,1,4
BA,JITAUNA,2192,788,0,42,4,246,44,0,0,17,914,95,24,0,9,0,0,0,0,0,0,9
BA,JOAO DOURADO,5623,2578,0,196,1,581,51,0,0,56,1932,112,57,0,27,1,3,0,0,0,6,22
BA,JUAZEIRO,108062,39817,0,3071,271,10695,2109,3,359,1099,42700,4194,1188,0,1270,520,15,6,0,2,46,697
BA,JUCURUCU,1485,309,0,21,0,132,22,0,0,3,946,30,9,0,2,5,0,0,0,1,1,4
BA,JUSSARA,3521,1285,0,82,0,355,39,0,1,26,1612,74,24,0,10,0,0,0,0,0,1,12
BA,JUSSARI,915,313,0,17,0,107,11,0,0,2,435,17,5,0,8,0,0,0,0,0,0,0
BA,JUSSIAPE,2393,629,0,70,2,309,27,0,0,39,1235,35,31,0,10,0,0,0,0,0,0,6
BA,LAFAIETE COUTINHO,690,197,0,28,0,77,6,0,0,4,334,22,10,0,8,0,0,0,0,0,1,3
BA,LAGEDO DO TABOCAL,1425,574,0,55,3,161,18,0,0,11,551,26,15,0,8,0,0,0,0,0,1,2
BA,LAGOA REAL,2368,1039,0,108,11,482,42,0,1,31,550,31,41,0,14,13,0,0,0,0,1,4
BA,LAJE,5351,1501,0,201,7,416,157,0,5,118,2622,204,57,0,43,9,0,0,0,0,0,11
BA,LAJEDAO,874,428,0,8,2,89,11,0,0,1,251,23,14,0,40,4,0,0,0,0,0,3
BA,LAJEDINHO,555,183,0,12,1,61,12,0,0,8,232,26,17,0,3,0,0,0,0,0,0,0
BA,LAMARAO,1107,361,0,14,2,42,62,0,0,16,544,22,10,0,31,0,0,0,0,0,0,3
BA,LAPAO,5337,2342,0,186,5,518,33,3,1,25,1995,92,62,0,50,8,0,0,0,0,1,16
BA,LAURO DE FREITAS,83690,46875,0,2526,306,7945,4698,1,520,511,13608,1531,764,0,1936,452,12,11,0,12,73,1909
BA,LENCOIS,2985,831,0,52,2,192,78,0,1,27,1595,117,7,0,44,6,1,0,0,0,7,25
BA,LICINIO DE ALMEIDA,3182,1380,0,136,6,393,38,0,1,27,1054,92,23,0,14,4,0,0,0,0,1,13
BA,LIVRAMENTO DE NOSSA SENHORA,18713,4991,0,597,46,2092,222,0,7,85,9905,379,160,0,69,60,0,1,0,0,19,80
BA,LUIS EDUARDO MAGALHAES,57382,18510,0,2180,2568,7373,1345,0,31,158,12343,4498,328,0,1987,4971,21,6,0,9,41,1013
BA,MACAJUBA,1668,535,0,42,1,172,25,0,1,34,730,76,42,0,6,2,0,0,0,0,1,1
BA,MACARANI,3589,1208,0,101,2,356,52,0,1,14,1756,40,20,0,26,3,0,0,0,0,0,10
BA,MACAUBAS,13189,3862,0,306,22,1464,159,0,3,58,6005,883,291,0,41,20,0,1,0,0,1,73
BA,MACURURE,820,272,0,32,2,121,10,0,0,6,336,10,15,0,7,1,0,0,0,0,0,8
BA,MADRE DE DEUS,3533,1821,0,108,73,307,157,0,29,53,520,217,36,0,77,101,0,0,0,1,3,30
